Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,6.453203143905909,6.48555526468529,6.4214557507556735,6.470739841461182,493729600,0.0,0.0
2010-01-05 00:00:00-05:00,6.488581785514789,6.518515007213711,6.4477630586423444,6.481929779052734,601904800,0.0,0.0
2010-01-06 00:00:00-05:00,6.481928850941137,6.507629377628996,6.372173182173515,6.3788251876831055,552160000,0.0,0.0
2010-01-07 00:00:00-05:00,6.402407260171138,6.409966355566231,6.3207706446641625,6.367031097412109,477131200,0.0,0.0
2010-01-08 00:00:00-05:00,6.3585654513769,6.40996649379194,6.321073952168795,6.409361362457275,447610800,0.0,0.0
2010-01-11 00:00:00-05:00,6.4341547962134635,6.440202072663717,6.302629762940587,6.352821350097656,462229600,0.0,0.0
2010-01-12 00:00:00-05:00,6.325004386530001,6.342541894453906,6.241252017760603,6.280558109283447,594459600,0.0,0.0
2010-01-13 00:00:00-05:00,6.285095343010191,6.377615874461221,6.171106570068302,6.369149684906006,605892000,0.0,0.0
2010-01-14 00:00:00-05:00,6.352822305369988,6.363404637059177,6.319865047450349,6.332261562347412,432894000,0.0,0.0
2010-01-15 00:00:00-05:00,6.377615892217337,6.397874274423717,6.224623385183382,6.226437568664551,594067600,0.0,0.0
2010-01-19 00:00:00-05:00,6.29900266223716,6.506419441860706,6.266046210033963,6.5018839836120605,730007600,0.0,0.0
2010-01-20 00:00:00-05:00,6.4979523694649455,6.51730325167085,6.334377567776192,6.401803493499756,612152800,0.0,0.0
2010-01-21 00:00:00-05:00,6.412385964388988,6.449575506712692,6.265137595887566,6.291140079498291,608154400,0.0,0.0
2010-01-22 00:00:00-05:00,6.2521383329389915,6.27390772815208,5.9612710999098395,5.979109764099121,881767600,0.0,0.0
2010-01-25 00:00:00-05:00,6.123030224499334,6.18924588896762,6.052883426304735,6.139962196350098,1065699600,0.0,0.0
2010-01-26 00:00:00-05:00,6.22704177047368,6.461670899579793,6.125147562362879,6.226739406585693,1867110000,0.0,0.0
2010-01-27 00:00:00-05:00,6.254253025740351,6.36703191773543,6.032927528336714,6.285396099090576,1722568400,0.0,0.0
2010-01-28 00:00:00-05:00,6.1962004939835165,6.213434424405314,6.007831870347898,6.025670528411865,1173502400,0.0,0.0
2010-01-29 00:00:00-05:00,6.079793536545715,6.11365748097899,5.752340747485482,5.807067394256592,1245952400,0.0,0.0
2010-02-01 00:00:00-05:00,5.816441561513477,5.926197243280279,5.7840894291744265,5.887797832489014,749876400,0.0,0.0
2010-02-02 00:00:00-05:00,5.923475437939097,5.935871953121904,5.846978992337447,5.921963214874268,698342400,0.0,0.0
2010-02-03 00:00:00-05:00,5.901101149692695,6.053186965726853,5.878424260307995,6.023858070373535,615328000,0.0,0.0
2010-02-04 00:00:00-05:00,5.948268295233846,5.997855165267768,5.792252566612375,5.806766033172607,757652000,0.0,0.0
2010-02-05 00:00:00-05:00,5.824302631827024,5.926196844753736,5.770482664601911,5.909869194030762,850306800,0.0,0.0
2010-02-08 00:00:00-05:00,5.916825058917919,5.983041150970679,5.8657263573874,5.869354724884033,478270800,0.0,0.0
2010-02-09 00:00:00-05:00,5.938893565431816,5.971548047623547,5.888400023182567,5.931939601898193,632886800,0.0,0.0
2010-02-10 00:00:00-05:00,5.922869795468846,5.944338033891215,5.873586099505739,5.899588584899902,370361600,0.0,0.0
2010-02-11 00:00:00-05:00,5.892332029745212,6.03957999900879,5.867538597089701,6.006925106048584,550345600,0.0,0.0
2010-02-12 00:00:00-05:00,5.989994588289861,6.096727037587249,5.911079620671889,6.058629989624023,655468800,0.0,0.0
2010-02-16 00:00:00-05:00,6.105794753851156,6.158707206510653,6.0930958782460705,6.149939060211182,543737600,0.0,0.0
2010-02-17 00:00:00-05:00,6.173826938120421,6.177455304776765,6.073141781857403,6.124240875244141,436396800,0.0,0.0
2010-02-18 00:00:00-05:00,6.096422414876098,6.164755839700715,6.074955388245004,6.1357293128967285,422825200,0.0,0.0
2010-02-19 00:00:00-05:00,6.103376770712604,6.143892311344973,6.080699484312005,6.097631454467773,415469600,0.0,0.0
2010-02-22 00:00:00-05:00,6.117888948232455,6.122726364943772,6.022646377532215,6.059835910797119,390563600,0.0,0.0
2010-02-23 00:00:00-05:00,6.047139678180874,6.087353270457518,5.917428791515356,5.95824670791626,575094800,0.0,0.0
2010-02-24 00:00:00-05:00,5.9936215952952505,6.090678376765398,5.981829404650704,6.067094802856445,460566400,0.0,0.0
2010-02-25 00:00:00-05:00,5.967924149056626,6.133615583164658,5.95310871683535,6.1076130867004395,665126000,0.0,0.0
2010-02-26 00:00:00-05:00,6.11909976916342,6.203457268355295,6.1076103460778475,6.186827659606934,507460800,0.0,0.0
2010-03-01 00:00:00-05:00,6.220996352423776,6.334380422173188,6.211925836762739,6.318960666656494,550093600,0.0,0.0
2010-03-02 00:00:00-05:00,6.347379486379866,6.374591831383773,6.281163412651496,6.314725399017334,566546400,0.0,0.0
2010-03-03 00:00:00-05:00,6.317446553677577,6.345565587876307,6.287210972263227,6.329237937927246,372052800,0.0,0.0
2010-03-04 00:00:00-05:00,6.327727624304851,6.377313692640683,6.3080735657289235,6.370964050292969,366041200,0.0,0.0
2010-03-05 00:00:00-05:00,6.498860185720133,6.642782152160536,6.48948690615125,6.620105266571045,899620400,0.0,0.0
2010-03-08 00:00:00-05:00,6.652154865907294,6.654573373014771,6.598940039431793,6.624035835266113,429889600,0.0,0.0
2010-03-09 00:00:00-05:00,6.600754391996784,6.803030968352816,6.588055513673774,6.743164539337158,920259200,0.0,0.0
2010-03-10 00:00:00-05:00,6.767655914825729,6.817544742496536,6.748607394632864,6.798193454742432,596218000,0.0,0.0
2010-03-11 00:00:00-05:00,6.770075249739138,6.818149089813232,6.75223578022371,6.818149089813232,405700400,0.0,0.0
2010-03-12 00:00:00-05:00,6.874689766360567,6.885574866150812,6.8257084320648564,6.851408958435059,416323600,0.0,0.0
2010-03-15 00:00:00-04:00,6.814521948751029,6.818149508274559,6.6594124931349015,6.767959117889404,493502800,0.0,0.0
2010-03-16 00:00:00-04:00,6.778237375201235,6.802425674404003,6.727743826279674,6.78640079498291,446908000,0.0,0.0
2010-03-17 00:00:00-04:00,6.800008940721618,6.846874138659325,6.750725235041389,6.776425361633301,450956800,0.0,0.0
2010-03-18 00:00:00-04:00,6.775820007774023,6.803032762120125,6.730769395895043,6.792450428009033,342109600,0.0,0.0
2010-03-19 00:00:00-04:00,6.796683217427868,6.81028919029878,6.689043679084441,6.719884395599365,559445600,0.0,0.0
2010-03-22 00:00:00-04:00,6.666063178339783,6.833266743357073,6.656387535766038,6.795471668243408,456419600,0.0,0.0
2010-03-23 00:00:00-04:00,6.822380732102706,6.917321358622665,6.775817510319924,6.9046220779418945,602431200,0.0,0.0
2010-03-24 00:00:00-04:00,6.882853377729788,6.9602569100928315,6.878922243912371,6.935161113739014,597780400,0.0,0.0
